partner_name,site_name,site_phone,web_addr,address
TECHTRON SYSTEMS LTD,TECHTRON SYSTEMS LTD,+2348124120374,https://techtronsystems.org,"8,DONATUS ODUM STREET,IKATE, ELEGUSHI, LEKKI, NIGERIA"
TECHWARE PROFESSIONAL SERVICES LTD,TECHWARE PROFESSIONAL SERVICES LTD,+2349052203335,https://www.techware.ng,"Ahmadu Bello Way, 10th Floor, Standard Chartered Bank Bldg. Plot 142, Victoria Island, NIGERIA"
Tenece Professional Services,TENECE PROFESSIONAL SERVICES,+2342809897,https://www.tenece.com,"161A SINARI DARANILO STREET, OFF LIGALI AYORINDE STREET, VICTORIA ISLAND, NIGERIA"
The Source Computers Limited,THE SOURCE COMPUTERS LTD,234128034701,https://www.tsc.com.ng,"Block 1, Plot 8, Rock Drive, Off C&I Leasing  CBD Lekki Phase1, Lagos, Lagos, NIGERIA"
TIER5 TECHNOLOGIES,TIER5 TECHNOLOGIES,+2347011327062,https://tier5technologies.com/,"7TH FLOOR MILLINER TOWER ALFRED REWANE STREET IKOYI, IKOYI, NIGERIA"
TigerLogic Solutions Ltd,TIGERLOGIC SOLUTIONS LTD,+2349020167913,,"No 24B Amodu Tijani Close,., Off Sanusi Fafunwa Street, Victoria Island, Lagos, VICTORIA ISLAND, NIGERIA"
TRETEN NETWORKS LTD,www.tretennetworks.com,+2349060006312,https://WWW.TRETENNETWORKS.COM,"OAK PLACE, 14 NIKE ART GALLERY ROAD, IKATE, LEKKI, LAGOS, LAGOS, NIGERIA"
URAELAT SMART SOLUTION LTD,URAELAT SMART SOLUTION LTD,09167792445,https://ussolutionltd.com/,"18 PETER CHIGBUE CLOSE, LAGOS, NIGERIA"
Uridium Technologies Limited,Uridium Technologies,105103,https://www.uridiumtechnologies.com,"8, OFFICE APARTMENT, RASHEED ALABA WILLIAMS STREET, LEKKI PHASE 1, LAGOS, NIGERIA"
VENBETA ENTERPRISE LTD,VENBETA ENTERPRISE LTD,+2349036332408,http://www.venbeta.com/,"8 MEDICAL ROAD IKEJA, LAGOS, NIGERIA"
VIACOVE LTD,VIACOVE LTD,+2347063891652,https://www.viacove.com,"53 KUMASI CRESCENT, SUITE 5, WUSE II, ABUJA, NIGERIA"
VZB OPCO NIGERIA LTD,VZB OPCO NIGERIA LTD,23412147551555,https://www.verizon.com,"AWOLOWO ROAD 98, SOUTH WEST IKOYI, NIGERIA"
WAJE TECHNOLOGIES LIMITED,WAJE TECHNOLOGIES LTD,+2348037071834,https://WWW.WAJETECH.COM,"16A, GEORGE OMONUBI STREET, ZONE 10, LEKKI PHASE 1,, LEKKI PHASE 1, NIGERIA"
WECO SYSTEMS INTERNATIONAL LTD,WECO SYSTEMS GROUP,234127140458,https://www.wecosysgroup.com,"Block 129, Plot 1A, Akinyemi Avenue, Off Oriwu Road by ELF/UPDC Estate junction,, Marwa Area, Lekki Scheme One,, Lagos, NIGERIA"
Wedgewood Services,WEDGEWOOD SERVICES,+2347038864646,https://www.wedgewoodservice.com,"PLOT 2 BLOCK 22 BABATUNDE, ANJOUS STREET OFF ADMIRALTY WAY, LAGOS, NIGERIA"
WISCOM ENGINEERING AND CONTROL SYSTEM,WISCOM ENGINEERING AND CONTROL SYSTEM LTD,+2348111134524,https://www.wiscomng.com,"11 OLASONDE ST, MUSHIN,, LAGOS, NIGERIA"
XVI SYSTEMS LTD,XVI SYSTEMS LTD,+2348165268605,https://www.xvisys.com,"3 RUMUOWOKEH ROAD, PORT HARCOURT, RIVERS STATE, PORT HARCOURT, NIGERIA"
Zeta-Web Business Solutions,ZETA WEB NIGERIA LTD,+2348034004022,https://www.zeta-web.com,"PHASE 1, PROVIDENCE STREET 32, LEKKI, NIGERIA"
